"title","pCategoryName","pCategoryID","sCategoryName","sCategoryID","itemId","price"
"LG Google Nexus 5X Unlocked 32GB H790 Smartphone","Cell Phones & Smartphones","9355","","","324744053989","100.0"
"1990 Nexus #68 "First Comics" Comic Book","Comics & Graphic Novels","259104","","","334385184963","3.95"
"Nexus #14 (Capital 1985) Copper Age Indie Sci-fi Superhero Comic","Comics & Graphic Novels","259104","","","174840220898","1.0"
"Original Android LG Nexus 5X H798 Unlocked 32GB ROM 2GB RAM 4G LTE 12MP 5.2 in","Cell Phones & Smartphones","9355","","","274599638168","109.24"
"Nexus #47 (1983/First Comics)","Comics & Graphic Novels","259104","","","265235104237","3.0"
"Nexus #41 (1983/First Comics)","Comics & Graphic Novels","259104","","","274872380509","3.0"
"Nexus #42 (1983/First Comics)","Comics & Graphic Novels","259104","","","274872381392","3.0"
"1990 Nexus Legends #13 "First Comics" Comic Book","Comics & Graphic Novels","259104","","","334385176393","3.95"
"Nexus (Capital) #1 (V2-1983)) Color - Baron-Scripts, Rude-Art - Cheap!","Comics & Graphic Novels","259104","","","324115248277","6.99"
"Nexus #50 (1983/First Comics)","Comics & Graphic Novels","259104","","","265235107526","4.0"
"DOCTOR STRANGE NEXUS OF NIGHTMARES #1 LARROCA VAR (MARVEL 2022) "NEW UNREAD"","Comics & Graphic Novels","259104","","","284776280023","4.63"
"Nexus 50TH Anniversary Issue !!!   Part 6 of 6 !!!    VF/NM","Comics & Graphic Novels","259104","","","153791617536","1.99"
"Lot/2: 8.0 VF, NEXUS 2, Mike Baron, Steve Rude, Bag&Bd, CAPITAL, 1983 Comb. Shpg","Comics & Graphic Novels","259104","","","224974371474","3.27"
"Nexus #2 VG 1983 Stock Image Low Grade","Comics & Graphic Novels","259104","","","363829802148","2.4"
"Magnus Robot Fighter / Nexus 9.0+ VF/NM Signed Mike Baron Steve Rude 33 / 1100","Comics & Graphic Novels","259104","","","202759000611","9.99"
"Nexus #36 VF 1987 Stock Image","Comics & Graphic Novels","259104","","","134112767568","2.9"
"1990 Nexus #65 "First Comics" Comic Book","Comics & Graphic Novels","259104","","","334385180925","3.95"
"Nexus Comic Lot  Mixed. 9 Ct","Comics & Graphic Novels","259104","","","284056894885","5.0"
"Next Nexus, The #1 VF/NM; First | save on shipping - details inside","Comics & Graphic Novels","259104","","","313485232886","1.96"
"Nexus #10 FN 1985 Stock Image","Comics & Graphic Novels","259104","","","313988387705","2.3"
"Nexus Legends #10 VG 1990 Stock Image Low Grade","Comics & Graphic Novels","259104","","","363830744865","2.4"
"Nexus #67 VF 1990 Stock Image","Comics & Graphic Novels","259104","","","363741096446","2.9"
"Nexus #61 FN 1989 Stock Image","Comics & Graphic Novels","259104","","","313990291356","2.4"
"Nexus (1983) #40, 42, 49 - Comic Books - Steve Rude & Mike Baron - First Comics","Comics & Graphic Novels","259104","","","154982928649","0.99"
"Nexus (1983) #52, 53, 54, 56 & 59 - Comic Books - Rude & Baron - First Comics","Comics & Graphic Novels","259104","","","165470685380","0.99"
"Nexus 7 (1st Generation) 8GB, doesn't power on- cracked screen asis","Tablets & eBook Readers","171485","","","175242143291","15.0"
"NEXUS #22 FIRST COMICS 1986 NM","Comics & Graphic Novels","259104","","","333617629056","7.2"
"NEXUS: THE ORIGIN Comic #1 (Jul 1992, Dark Horse) 9.6 NM+","Comics & Graphic Novels","259104","","","224971717747","3.99"
"The Nexus #70 Comic Book First Comics Mike Baron Hard to Find Later Issue - Pic!","Comics & Graphic Novels","259104","","","203874519087","9.95"
"The Nexus #72 Comic Book First Comics Mike Baron Hard to Find Later Issue - Pic!","Comics & Graphic Novels","259104","","","203874520943","9.95"
"Nexus #59 (First Comics 1989)","Comics & Graphic Novels","259104","","","363774691265","2.0"
"Nexus Legends #2 FN 1989 Stock Image","Comics & Graphic Novels","259104","","","313986907783","2.3"
"Nexus Alien Justice #1 VF 1992 Stock Image","Comics & Graphic Novels","259104","","","313986904802","2.4"
"Nexus #11 VF 1985 Stock Image","Comics & Graphic Novels","259104","","","313986903932","2.9"
"Nexus #29 VF 1987 Stock Image","Comics & Graphic Novels","259104","","","313986904160","2.9"
"Nexus #38 VF 1987 Stock Image","Comics & Graphic Novels","259104","","","313986904323","2.9"
"Nexus #55 VF 1989 Stock Image","Comics & Graphic Novels","259104","","","313986904810","2.9"
"NEXUS : THE LIBERATOR COMPLETE SET 1-4  ADAM HUGHES DARK HORSE 1992  NICE!!!","Comics & Graphic Novels","259104","","","185238220151","7.99"
"Nexus #37 NM 1987 Stock Image","Comics & Graphic Novels","259104","","","134110520046","3.5"
"Nexus (Vol 2) #15 - VF/NM - First Comics","Comics & Graphic Novels","259104","","","114897227653","1.99"
"Nexus #37 VF 1987 Stock Image","Comics & Graphic Novels","259104","","","363829803453","2.9"
"Nexus  Comic (Lot of 15) First Comics Baron & Rude #52-58 & #60-67","Comics & Graphic Novels","259104","","","304452565738","29.8"
"Nexus #53 VG 1989 Stock Image Low Grade","Comics & Graphic Novels","259104","","","134110520063","2.4"
"Nexus #34 VG 1987 Stock Image Low Grade","Comics & Graphic Novels","259104","","","313987509837","2.4"
"Nexus #14 VG 1985 Stock Image Low Grade","Comics & Graphic Novels","259104","","","313987509863","2.4"
"Nexus Legends #6 FN 1989 Stock Image","Comics & Graphic Novels","259104","","","313987510016","2.4"
"ASUS Nexus 7 16gb Black (WIFI) Android Tablet RF9958","Tablets & eBook Readers","171485","","","284791996763","34.15"
"HTC Nexus 9 8.9" OP82100 16gb Black (Wi-Fi) Tablet-Reduced Price-qW0060","Tablets & eBook Readers","171485","","","304438534596","48.05"
"LG Nexus 5X H798 32GB ROM 2GB RAM 4G LTE Original Unlocked Mobile Phone","Cell Phones & Smartphones","9355","","","174970858221","94.99"
"Google Huawei Nexus 6P 128GB ROM GSM 4G LTE 12MP 5.7" Android Mobile phone","Cell Phones & Smartphones","9355","","","274837682953","145.24"
"Nexus 10 32GB, Wi-Fi, 10in - Charcoal Black FREE Shipping","Tablets & eBook Readers","171485","","","154302580131","380.0"
"Good Alcatel Joy Tab 9029W 8" 32GB Black (T-Mobile) Not Holding Charge","Tablets & eBook Readers","171485","","","115344882821","34.99"
"4G LTE LG Nexus 5X H790 16GB&32GB Unlocked Android (US Warranty GSM +CDMA)","Cell Phones & Smartphones","9355","","","353919249304","109.2"
"Nexus #58 VG 1989 Stock Image Low Grade","Comics & Graphic Novels","259104","","","313987863683","2.4"
"Nexus #19 VG 1986 Stock Image Low Grade","Comics & Graphic Novels","259104","","","363830391643","2.3"
"Magnus Robot Fighter/Nexus #2 Dark Horse-Valiant Comics","Comics & Graphic Novels","259104","","","275233416856","1.79"
"LG Nexus 5X H790 16GB&32GB 4G LTE Unlocked 5.2" Android (US Warranty GSM +CDMA)","Cell Phones & Smartphones","9355","","","174768641481","112.99"
"Nexus The Liberator #2 Dark Horse BAGGED BOARDED~","Comics & Graphic Novels","259104","","","234546037710","7.99"
"Nexus Legends #1 FN 1989 Stock Image","Comics & Graphic Novels","259104","","","134109792495","2.4"
"Nexus God Con #1 FN 1997 Stock Image","Comics & Graphic Novels","259104","","","134110682771","2.6"
"Nexus #23 FN 1986 Stock Image","Comics & Graphic Novels","259104","","","134109189858","2.4"
"Nexus #66 FN 1990 Stock Image","Comics & Graphic Novels","259104","","","134109191023","2.4"
"Nexus #100 FN 2008 Stock Image","Comics & Graphic Novels","259104","","","313984287617","2.4"
"Nexus #17 FN 1986 Stock Image","Comics & Graphic Novels","259104","","","363829801964","2.4"
"Nexus #12 FN 1985 Stock Image","Comics & Graphic Novels","259104","","","363829803158","2.4"
"Nexus #25 FN 1986 Stock Image","Comics & Graphic Novels","259104","","","363829803293","2.4"
"Nexus #47 FN 1988 Stock Image","Comics & Graphic Novels","259104","","","363829803439","2.3"
"hTC Google Nexus 9, 16GB 32GB Android Tablet 8.9'' Inch Wifi or 4G non working","Tablets & eBook Readers","171485","","","403231135921","62.95"
"Nexus #22 VF 1986 Stock Image","Comics & Graphic Novels","259104","","","134109503687","2.9"
"Nexus #50 VF 1988 Stock Image","Comics & Graphic Novels","259104","","","134109503693","2.9"
"Nexus #56 VF 1989 Stock Image","Comics & Graphic Novels","259104","","","134109791750","2.9"
"Nexus #62 VF 1989 Stock Image","Comics & Graphic Novels","259104","","","134109793480","2.9"
"Nexus #40 VF 1988 Stock Image","Comics & Graphic Novels","259104","","","134110519804","2.9"
"Nexus #30 VF 1987 Stock Image","Comics & Graphic Novels","259104","","","134110682740","2.9"
"Nexus #66 VF 1990 Stock Image","Comics & Graphic Novels","259104","","","313987239453","2.9"
"Nexus #68 VF 1990 Stock Image","Comics & Graphic Novels","259104","","","363830116942","2.9"
"Nexus #46 VF 1988 Stock Image","Comics & Graphic Novels","259104","","","363830392011","2.9"
"Nexus Legends #7 Signed by Steve Rude First Comics 1989","Comics & Graphic Novels","259104","","","114751829511","11.99"
"Nexus #71 VF 1990 Stock Image","Comics & Graphic Novels","259104","","","134109503392","2.9"
"Nexus #42 VF 1988 Stock Image","Comics & Graphic Novels","259104","","","313988387834","2.9"
"Nexus #72 VF 1990 Stock Image","Comics & Graphic Novels","259104","","","363830128437","2.9"
"Nexus with Record #3 Capital Comics 6.0 FN (1982)","Comics & Graphic Novels","259104","","","254966732257","14.0"
"Nexus Alien Justice #1 NM- 9.2 Dark Horse Comics 1992 Mike Baron & Steve Rude","Comics & Graphic Novels","259104","","","115275596119","2.25"
"HTC Google Nexus 9 OP82100 (WiFi) 16GB Power Up Good LCD","Tablets & eBook Readers","171485","","","284768389778","46.55"
"Nexus Legends 1","Comics & Graphic Novels","259104","","","313989490224","5.0"
"Avengers West Coast #61 1st Wanda Nexus Origin of Immortus Time Keepers Cameo VF","Comics & Graphic Novels","259104","","","125228326536","19.99"
"DOCTOR STRANGE NEXUS OF NIGHTMARES #1 FIRST PRINT MARVEL COMICS (2022)","Comics & Graphic Novels","259104","","","185394805271","3.99"
"Doctor Strange Nexus of Nightmares #1 Cover A","Comics & Graphic Novels","259104","","","144519961283","4.0"
"Nexus #75 VF 1990 Stock Image","Comics & Graphic Novels","259104","","","313987240005","2.9"
"Nexus Alien Justice #1 Dark Horse Comics 1992","Comics & Graphic Novels","259104","","","265679518583","5.95"
"Nexus #1 Volume 2 New Color Edition - High-Grade! (1983)","Comics & Graphic Novels","259104","","","234258778427","9.0"
"Doctor Strange Nexus Of Nightmares #1","Comics & Graphic Novels","259104","","","403625892217","3.99"
"First Comics Nexus Legends Comic Book #2 June 1989 Baron & Rude Bagged","Comics & Graphic Novels","259104","","","325094440516","8.34"
"Nexus #62 FN 1989 Stock Image","Comics & Graphic Novels","259104","","","134109793951","2.4"
"Nexus #34 VF 1987 Stock Image","Comics & Graphic Novels","259104","","","134110519894","2.7"
"Nexus #80 VF 1991 Stock Image","Comics & Graphic Novels","259104","","","313987226562","2.7"
"Nexus #60 FN 1989 Stock Image","Comics & Graphic Novels","259104","","","313987509492","2.4"
"Nexus #45 FN 1988 Stock Image","Comics & Graphic Novels","259104","","","313987863597","2.3"
"Nexus #55 FN 1989 Stock Image","Comics & Graphic Novels","259104","","","313988165804","2.4"
"Nexus #29 FN 1987 Stock Image","Comics & Graphic Novels","259104","","","313988387821","2.4"
